policy,minutes,stage,cash,net_income_per_min,sustained_income_per_min,customers_served,upgrades,employees
greedy-cheapest,210.00,3,1537.50,40.678,29.139,767,29,4
greedy-cheapest,210.50,3,1567.33,47.495,30.462,770,29,4
greedy-cheapest,211.00,3,1599.72,62.444,31.898,773,29,4
greedy-cheapest,211.50,3,1618.44,40.398,33.251,776,29,4
greedy-cheapest,212.00,3,1630.28,30.768,33.744,779,29,4
greedy-cheapest,212.50,3,1639.80,17.463,31.367,780,29,4
greedy-cheapest,213.00,3,1649.43,19.371,29.880,781,29,4
greedy-cheapest,213.50,3,1667.45,16.936,29.419,785,29,4
greedy-cheapest,214.00,3,1687.48,34.391,28.928,788,29,4
greedy-cheapest,214.50,3,1696.51,29.274,27.406,789,29,4
greedy-cheapest,215.00,3,1713.96,26.695,26.593,791,29,4
greedy-cheapest,215.50,3,1766.49,70.199,28.063,795,29,4
greedy-cheapest,216.00,3,1765.19,32.556,26.989,795,29,4
greedy-cheapest,216.50,3,1763.89,-2.383,25.368,795,29,4
greedy-cheapest,217.00,3,1774.86,9.892,25.411,797,29,4
greedy-cheapest,217.50,3,1773.56,9.892,25.003,797,29,4
greedy-cheapest,218.00,3,1776.14,1.489,25.164,798,29,4
greedy-cheapest,218.50,3,1774.84,1.489,25.326,798,29,4
greedy-cheapest,219.00,3,1773.54,-2.383,25.326,798,29,4
greedy-cheapest,219.50,3,1782.57,7.947,25.756,799,29,4
greedy-cheapest,220.00,3,1792.20,18.877,25.431,800,29,4
greedy-cheapest,220.50,3,1815.50,33.146,25.591,804,29,4
greedy-cheapest,221.00,3,1828.64,30.701,25.697,806,29,4
greedy-cheapest,221.50,3,1838.45,23.172,25.021,808,29,4
greedy-cheapest,222.00,3,1875.21,41.633,25.061,812,29,4
greedy-cheapest,222.50,3,1888.71,46.361,25.014,814,29,4
greedy-cheapest,223.00,3,1906.86,31.869,23.740,817,29,4
greedy-cheapest,223.50,3,1922.92,34.427,23.491,820,29,4
greedy-cheapest,224.00,3,1948.81,35.735,23.698,823,29,4
greedy-cheapest,224.50,3,1968.41,45.705,24.875,826,29,4
greedy-cheapest,225.00,3,1982.75,34.160,25.491,829,29,4
greedy-cheapest,225.50,3,1987.41,13.261,25.338,830,29,4
greedy-cheapest,226.00,3,2013.83,31.292,25.209,833,29,4
greedy-cheapest,226.50,3,2056.45,69.253,26.874,837,29,4
greedy-cheapest,227.00,3,2062.86,49.246,27.814,839,29,4
greedy-cheapest,227.50,3,2061.56,5.325,25.111,839,29,4
greedy-cheapest,228.00,3,2066.22,3.577,23.903,840,29,4
greedy-cheapest,228.50,3,2064.92,3.577,24.152,840,29,4
greedy-cheapest,229.00,3,2063.62,-2.383,23.640,840,29,4
greedy-cheapest,229.50,3,2062.32,-2.383,23.129,840,29,4
greedy-cheapest,230.00,3,2061.02,-2.383,22.968,840,29,4
greedy-cheapest,230.50,3,2059.72,-2.383,22.806,840,29,4
greedy-cheapest,231.00,3,2058.42,-2.383,22.806,840,29,4
greedy-cheapest,231.50,3,2057.12,-2.383,22.376,840,29,4
greedy-cheapest,232.00,3,2108.05,49.852,23.666,844,29,4
greedy-cheapest,232.50,3,2138.42,81.522,25.682,847,29,4
greedy-cheapest,233.00,3,2149.40,41.562,26.135,849,29,4
greedy-cheapest,233.50,3,2200.93,62.727,27.783,853,29,4
greedy-cheapest,234.00,3,2210.57,61.383,28.606,854,29,4
greedy-cheapest,234.50,3,2247.32,46.599,28.615,857,29,4
greedy-cheapest,235.00,3,2285.92,64.640,29.981,861,29,4
greedy-cheapest,235.50,3,2303.51,56.414,30.897,862,29,4
greedy-cheapest,236.00,3,2345.53,59.823,31.901,865,29,4
greedy-cheapest,236.50,3,2374.05,43.632,31.814,867,29,4
greedy-cheapest,237.00,3,2420.22,74.915,33.512,871,29,4
greedy-cheapest,237.50,3,2439.09,58.128,35.382,874,29,4
greedy-cheapest,238.00,3,2452.73,32.719,35.441,876,29,4
greedy-cheapest,238.50,3,2474.84,35.972,34.055,879,29,4
greedy-cheapest,239.00,3,2496.15,43.637,33.821,882,29,4
greedy-cheapest,239.50,3,2524.57,49.940,35.680,884,29,4
greedy-cheapest,240.00,3,2558.24,62.310,38.127,887,29,4
greedy-cheapest,240.50,3,2564.07,20.822,38.846,888,29,4
greedy-cheapest,241.00,3,2562.77,4.742,39.143,888,29,4
greedy-cheapest,241.50,3,2564.02,0.175,39.249,889,29,4
greedy-cheapest,242.00,3,2568.68,6.135,39.604,890,29,4
greedy-cheapest,242.50,3,2569.94,6.135,39.959,891,29,4
greedy-cheapest,243.00,3,2568.64,0.175,40.066,891,29,4
greedy-cheapest,243.50,3,2585.47,15.740,40.821,894,29,4
greedy-cheapest,244.00,3,2595.41,26.980,39.868,896,29,4
greedy-cheapest,244.50,3,2607.19,21.943,37.385,898,29,4
greedy-cheapest,245.00,3,2625.96,30.765,36.936,900,29,4
greedy-cheapest,245.50,3,2645.31,38.337,35.919,903,29,4
greedy-cheapest,246.00,3,2662.86,37.122,34.908,906,29,4
greedy-cheapest,246.50,3,2661.56,10.505,33.404,906,29,4
greedy-cheapest,247.00,3,2685.62,22.977,31.669,910,29,4
greedy-cheapest,247.50,3,2694.40,19.968,30.150,912,29,4
greedy-cheapest,248.00,3,2719.51,34.103,29.078,915,29,4
greedy-cheapest,248.50,3,2742.98,33.323,28.649,918,29,4
greedy-cheapest,249.00,3,2757.33,38.036,27.112,921,29,4
greedy-cheapest,249.50,3,2804.15,61.380,27.248,924,29,4
greedy-cheapest,250.00,3,2813.78,56.667,28.245,925,29,4
greedy-cheapest,250.50,3,2833.60,29.671,27.983,928,29,4
greedy-cheapest,251.00,3,2841.29,27.729,27.320,931,29,4
greedy-cheapest,251.50,3,2874.83,35.010,26.698,935,29,4
greedy-cheapest,252.00,3,2873.53,32.452,25.454,935,29,4
greedy-cheapest,252.50,3,2872.23,-2.383,24.487,935,29,4
greedy-cheapest,253.00,3,2870.93,-2.383,24.190,935,29,4
greedy-cheapest,253.50,3,2873.50,1.489,24.245,936,29,4
greedy-cheapest,254.00,3,2872.20,1.489,24.051,936,29,4
greedy-cheapest,254.50,3,2881.72,8.440,24.147,937,29,4
greedy-cheapest,255.00,3,2886.38,14.401,24.740,938,29,4
greedy-cheapest,255.50,3,2901.27,19.768,24.908,939,29,4
greedy-cheapest,256.00,3,2932.55,46.385,25.716,942,29,4
greedy-cheapest,256.50,3,2947.22,46.168,26.726,944,29,4
greedy-cheapest,257.00,3,2957.16,24.831,26.479,946,29,4
greedy-cheapest,257.50,3,2979.43,21.181,25.764,950,29,4
greedy-cheapest,258.00,3,2978.13,21.181,25.100,950,29,4
greedy-cheapest,258.50,3,3026.17,46.952,26.618,954,29,4
greedy-cheapest,259.00,3,3039.56,61.649,28.229,956,29,4
greedy-cheapest,259.50,3,3051.93,25.982,28.480,959,29,4
greedy-cheapest,260.00,3,3087.47,48.129,29.064,962,29,4
greedy-cheapest,260.50,3,3134.79,83.074,31.137,965,29,4
greedy-cheapest,261.00,3,3145.76,58.505,31.990,967,29,4
greedy-cheapest,261.50,3,3166.37,31.802,30.758,971,29,4
greedy-cheapest,262.00,3,3179.52,33.973,29.812,973,29,4
greedy-cheapest,262.50,3,3213.30,47.147,30.541,975,29,4
greedy-cheapest,263.00,3,3244.27,46.078,31.305,978,29,4
greedy-cheapest,263.50,3,3261.03,42.793,31.629,980,29,4
greedy-cheapest,264.00,3,3305.64,61.581,32.843,983,29,4
greedy-cheapest,264.50,3,3304.34,43.526,34.756,983,29,4
greedy-cheapest,265.00,3,3321.93,16.511,35.543,984,29,4
greedy-cheapest,265.50,3,3320.63,16.511,36.169,984,29,4
greedy-cheapest,266.00,3,3319.33,-2.383,36.008,984,29,4
greedy-cheapest,266.50,3,3318.03,-2.383,35.557,984,29,4
greedy-cheapest,267.00,3,3316.73,-2.383,34.857,984,29,4
greedy-cheapest,267.50,3,3336.89,19.070,34.828,986,29,4
greedy-cheapest,268.00,3,3351.78,35.260,34.365,987,29,4
greedy-cheapest,268.50,3,3412.08,75.413,35.583,991,29,4
greedy-cheapest,269.00,3,3414.66,63.095,37.178,992,29,4
greedy-cheapest,269.50,3,3450.70,38.834,37.913,995,29,4
greedy-cheapest,270.00,3,3480.70,50.074,39.117,999,29,4
greedy-cheapest,270.50,3,3483.52,25.911,38.240,1000,29,4
greedy-cheapest,271.00,3,3516.97,36.481,37.192,1004,29,4
greedy-cheapest,271.50,3,3550.04,66.740,38.890,1007,29,4
greedy-cheapest,272.00,3,3552.62,35.864,38.379,1008,29,4
greedy-cheapest,272.50,3,3575.74,25.911,35.997,1011,29,4
greedy-cheapest,273.00,3,3592.76,40.356,35.241,1014,29,4
greedy-cheapest,273.50,3,3618.47,42.946,35.705,1017,29,4
greedy-cheapest,274.00,3,3627.99,35.451,35.767,1018,29,4
greedy-cheapest,274.50,3,3651.18,32.933,35.175,1022,29,4
greedy-cheapest,275.00,3,3664.58,36.805,34.788,1024,29,4
greedy-cheapest,275.50,3,3669.24,18.274,33.767,1025,29,4
greedy-cheapest,276.00,3,3686.83,22.472,32.137,1026,29,4
greedy-cheapest,276.50,3,3685.53,-2.383,30.224,1026,29,4
greedy-cheapest,277.00,3,3684.23,-2.383,29.437,1026,29,4
greedy-cheapest,277.50,3,3682.93,-2.383,28.650,1026,29,4
greedy-cheapest,278.00,3,3681.63,-2.383,28.650,1026,29,4
greedy-cheapest,278.50,3,3680.33,-2.383,28.650,1026,29,4
greedy-cheapest,279.00,3,3697.93,16.511,29.437,1027,29,4
greedy-cheapest,279.50,3,3714.68,34.567,30.083,1029,29,4
greedy-cheapest,280.00,3,3730.28,32.563,29.970,1031,29,4
greedy-cheapest,280.50,3,3747.01,32.546,28.184,1034,29,4
greedy-cheapest,281.00,3,3757.99,25.371,26.612,1036,29,4
greedy-cheapest,281.50,3,3821.60,67.677,27.814,1040,29,4
greedy-cheapest,282.00,3,3831.23,38.372,27.326,1041,29,4
greedy-cheapest,282.50,3,3861.76,40.382,27.929,1045,29,4
greedy-cheapest,283.00,3,3871.29,40.275,28.088,1046,29,4
greedy-cheapest,283.50,3,3885.47,23.920,26.303,1048,29,4
greedy-cheapest,284.00,3,3897.06,25.985,25.892,1050,29,4
greedy-cheapest,284.50,3,3920.07,34.817,26.263,1053,29,4
greedy-cheapest,285.00,3,3921.33,24.487,25.602,1054,29,4
greedy-cheapest,285.50,3,3941.60,21.746,24.718,1057,29,4
greedy-cheapest,286.00,3,3956.49,35.378,24.715,1058,29,4
greedy-cheapest,286.50,3,3976.09,18.516,24.115,1061,29,4
greedy-cheapest,287.00,3,4002.90,35.804,24.073,1064,29,4
greedy-cheapest,287.50,3,4041.50,59.670,25.798,1068,29,4
greedy-cheapest,288.00,3,4040.20,37.519,26.425,1068,29,4
greedy-cheapest,288.50,3,4044.86,3.577,26.673,1069,29,4
greedy-cheapest,289.00,3,4043.56,3.577,26.921,1069,29,4
greedy-cheapest,289.50,3,4042.26,-2.383,26.921,1069,29,4
greedy-cheapest,290.00,3,4040.96,-2.383,26.921,1069,29,4
greedy-cheapest,290.50,3,4039.66,-2.383,26.921,1069,29,4
greedy-cheapest,291.00,3,4038.36,-2.383,26.134,1069,29,4
greedy-cheapest,291.50,3,4063.58,24.137,25.699,1071,29,4
greedy-cheapest,292.00,3,4084.32,46.178,26.267,1074,29,4
greedy-cheapest,292.50,3,4089.45,26.088,25.998,1076,29,4
greedy-cheapest,293.00,3,4106.21,22.103,25.862,1078,29,4
greedy-cheapest,293.50,3,4127.92,38.683,24.653,1080,29,4
greedy-cheapest,294.00,3,4160.17,54.179,25.312,1084,29,4
greedy-cheapest,294.50,3,4169.80,39.541,25.277,1085,29,4
greedy-cheapest,295.00,3,4200.48,40.528,25.288,1088,29,4
greedy-cheapest,295.50,3,4255.92,73.244,27.343,1092,29,4
greedy-cheapest,296.00,3,4259.77,40.604,27.952,1093,29,4
greedy-cheapest,296.50,3,4284.84,29.143,27.715,1097,29,4
greedy-cheapest,297.00,3,4295.82,36.269,28.206,1099,29,4
greedy-cheapest,297.50,3,4337.83,48.056,29.303,1103,29,4
greedy-cheapest,298.00,3,4357.43,48.342,29.843,1106,29,4
greedy-cheapest,298.50,3,4362.56,24.947,30.111,1108,29,4
greedy-cheapest,299.00,3,4371.59,10.505,29.057,1109,29,4
greedy-cheapest,299.50,3,4392.90,30.552,27.843,1112,29,4
greedy-cheapest,300.00,3,4391.60,20.222,27.123,1112,29,4
greedy-cheapest,300.50,3,4396.26,3.577,27.123,1113,29,4
greedy-cheapest,301.00,3,4394.96,3.577,27.123,1113,29,4
greedy-cheapest,301.50,3,4393.66,-2.383,27.123,1113,29,4
greedy-cheapest,302.00,3,4392.36,-2.383,27.123,1113,29,4
greedy-cheapest,302.50,3,4391.06,-2.383,27.123,1113,29,4
greedy-cheapest,303.00,3,4408.65,16.511,27.910,1114,29,4
greedy-cheapest,303.50,3,4428.61,37.772,28.478,1116,29,4
greedy-cheapest,304.00,3,4456.54,48.102,28.558,1118,29,4
greedy-cheapest,304.50,3,4490.52,62.127,30.060,1122,29,4
greedy-cheapest,305.00,3,4495.18,38.862,30.758,1123,29,4
greedy-cheapest,305.50,3,4523.98,33.669,30.549,1127,29,4
greedy-cheapest,306.00,3,4538.87,28.853,29.494,1128,29,4
greedy-cheapest,306.50,3,4580.47,40.523,29.535,1132,29,4
greedy-cheapest,307.00,3,4605.48,64.268,30.524,1135,29,4
greedy-cheapest,307.50,3,4618.87,38.617,29.081,1137,29,4
greedy-cheapest,308.00,3,4633.65,28.393,28.572,1139,29,4
greedy-cheapest,308.50,3,4647.05,28.393,28.541,1141,29,4
greedy-cheapest,309.00,3,4685.15,37.019,28.572,1145,29,4
greedy-cheapest,309.50,3,4701.67,52.282,28.748,1149,29,4
greedy-cheapest,310.00,3,4700.37,15.438,27.377,1149,29,4
greedy-cheapest,310.50,3,4751.91,50.452,28.440,1153,29,4
greedy-cheapest,311.00,3,4774.92,55.870,30.330,1156,29,4
greedy-cheapest,311.50,3,4815.52,63.834,31.717,1159,29,4
greedy-cheapest,312.00,3,4825.16,31.557,32.189,1160,29,4
greedy-cheapest,312.50,3,4834.79,19.478,32.852,1161,29,4
greedy-cheapest,313.00,3,4833.49,8.547,33.059,1161,29,4
greedy-cheapest,313.50,3,4832.19,-2.383,33.059,1161,29,4
greedy-cheapest,314.00,3,4841.22,7.947,33.489,1162,29,4
greedy-cheapest,314.50,3,4847.04,15.072,34.217,1163,29,4
greedy-cheapest,315.00,3,4845.74,4.742,33.726,1163,29,4
greedy-cheapest,315.50,3,4851.57,4.742,32.350,1164,29,4
greedy-cheapest,316.00,3,4864.07,18.541,31.118,1167,29,4
greedy-cheapest,316.50,3,4873.76,22.413,29.464,1169,29,4
greedy-cheapest,317.00,3,4911.67,47.824,29.837,1173,29,4
greedy-cheapest,317.50,3,4927.57,54.027,30.685,1176,29,4
greedy-cheapest,318.00,3,4942.35,24.938,30.522,1178,29,4
greedy-cheapest,318.50,3,4973.94,46.585,30.775,1182,29,4
greedy-cheapest,319.00,3,4998.66,56.525,30.452,1184,29,4
greedy-cheapest,319.50,3,5019.97,46.242,30.770,1187,29,4
greedy-cheapest,320.00,3,5033.11,29.517,30.817,1189,29,4
greedy-cheapest,320.50,3,5068.66,48.906,31.671,1192,29,4
greedy-cheapest,321.00,3,5084.25,40.528,31.818,1194,29,4
greedy-cheapest,321.50,3,5104.10,35.661,31.125,1196,29,4
greedy-cheapest,322.00,3,5127.82,43.786,32.306,1200,29,4
greedy-cheapest,322.50,3,5144.57,36.572,31.728,1202,29,4
greedy-cheapest,323.00,3,5181.22,42.687,31.179,1205,29,4
greedy-cheapest,323.50,3,5194.12,49.764,30.592,1207,29,4
greedy-cheapest,324.00,3,5206.52,25.525,30.341,1210,29,4
greedy-cheapest,324.50,3,5205.22,11.323,30.001,1210,29,4
greedy-cheapest,325.00,3,5203.92,-2.383,29.546,1210,29,4
greedy-cheapest,325.50,3,5213.45,8.440,29.997,1211,29,4
greedy-cheapest,326.00,3,5212.15,8.440,30.017,1211,29,4
greedy-cheapest,326.50,3,5210.85,-2.383,29.290,1211,29,4
greedy-cheapest,327.00,3,5223.04,11.105,29.555,1213,29,4
greedy-cheapest,327.50,3,5225.85,4.290,29.536,1214,29,4
greedy-cheapest,328.00,3,5237.64,14.818,29.381,1216,29,4
greedy-cheapest,328.50,3,5289.61,63.972,31.113,1220,29,4
greedy-cheapest,329.00,3,5305.81,68.384,31.969,1223,29,4
greedy-cheapest,329.50,3,5309.66,20.264,30.563,1224,29,4
greedy-cheapest,330.00,3,5354.36,48.776,31.556,1228,29,4
greedy-cheapest,330.50,3,5374.32,64.886,32.318,1230,29,4
greedy-cheapest,331.00,3,5385.13,30.981,31.254,1233,29,4
greedy-cheapest,331.50,3,5397.21,23.102,30.290,1235,29,4
greedy-cheapest,332.00,3,5436.26,51.347,31.200,1238,29,4
greedy-cheapest,332.50,3,5468.30,52.410,31.346,1241,29,4
greedy-cheapest,333.00,3,5474.71,38.665,31.268,1243,29,4
greedy-cheapest,333.50,3,5489.38,21.301,30.670,1247,29,4
greedy-cheapest,334.00,3,5510.95,36.457,30.364,1250,29,4
greedy-cheapest,334.50,3,5526.43,37.265,30.393,1252,29,4
greedy-cheapest,335.00,3,5535.21,24.477,29.634,1254,29,4
greedy-cheapest,335.50,3,5551.96,21.633,28.462,1256,29,4
greedy-cheapest,336.00,3,5580.38,45.391,29.290,1258,29,4
greedy-cheapest,336.50,3,5579.08,27.335,29.957,1258,29,4
greedy-cheapest,337.00,3,5577.78,-2.383,29.957,1258,29,4
greedy-cheapest,337.50,3,5576.48,-2.383,29.506,1258,29,4
greedy-cheapest,338.00,3,5575.18,-2.383,29.055,1258,29,4
greedy-cheapest,338.50,3,5591.83,15.566,29.803,1260,29,4
greedy-cheapest,339.00,3,5590.53,15.566,29.989,1260,29,4
greedy-cheapest,339.50,3,5589.23,-2.383,29.711,1260,29,4
greedy-cheapest,340.00,3,5632.80,42.488,30.864,1264,29,4
greedy-cheapest,340.50,3,5659.29,59.343,30.671,1267,29,4
greedy-cheapest,341.00,3,5668.92,36.332,29.335,1268,29,4
greedy-cheapest,341.50,3,5690.38,31.315,29.796,1270,29,4
greedy-cheapest,342.00,3,5707.98,35.406,29.239,1271,29,4
greedy-cheapest,342.50,3,5763.02,72.857,29.571,1275,29,4
greedy-cheapest,343.00,3,5773.65,65.883,31.025,1277,29,4
greedy-cheapest,343.50,3,5807.43,44.623,31.922,1279,29,4
greedy-cheapest,344.00,3,5850.05,76.623,32.975,1283,29,4
greedy-cheapest,344.50,3,5848.75,41.538,32.522,1283,29,4
greedy-cheapest,345.00,3,5880.05,30.217,32.170,1287,29,4
greedy-cheapest,345.50,3,5901.36,52.822,33.483,1290,29,4
greedy-cheapest,346.00,3,5921.51,41.675,33.701,1292,29,4
greedy-cheapest,346.50,3,5947.43,46.291,34.077,1295,29,4
greedy-cheapest,347.00,3,5965.03,43.732,34.879,1296,29,4
greedy-cheapest,347.50,3,5993.40,46.184,35.902,1300,29,4
greedy-cheapest,348.00,3,6015.31,44.534,35.867,1303,29,4
greedy-cheapest,348.50,3,6014.01,20.822,35.595,1303,29,4
greedy-cheapest,349.00,3,6016.82,1.732,35.767,1304,29,4
greedy-cheapest,349.50,3,6015.52,1.732,35.938,1304,29,4
greedy-cheapest,350.00,3,6014.22,-2.383,35.938,1304,29,4
greedy-cheapest,350.50,3,6012.92,-2.383,35.190,1304,29,4
greedy-cheapest,351.00,3,6011.62,-2.383,34.442,1304,29,4
greedy-cheapest,351.50,3,6023.41,10.702,34.988,1306,29,4
greedy-cheapest,352.00,3,6042.51,31.108,34.513,1309,29,4
greedy-cheapest,352.50,3,6050.90,27.706,33.195,1311,29,4
greedy-cheapest,353.00,3,6087.05,42.198,33.440,1315,29,4
greedy-cheapest,353.50,3,6126.40,71.606,35.118,1318,29,4
greedy-cheapest,354.00,3,6131.06,44.226,35.486,1319,29,4
greedy-cheapest,354.50,3,6160.75,34.567,33.891,1322,29,4
greedy-cheapest,355.00,3,6196.40,55.227,33.447,1325,29,4
greedy-cheapest,355.50,3,6205.43,44.897,33.458,1326,29,4
greedy-cheapest,356.00,3,6241.75,45.568,32.164,1330,29,4
greedy-cheapest,356.50,3,6260.86,44.820,32.301,1333,29,4
greedy-cheapest,357.00,3,6283.60,42.067,32.794,1335,29,4
greedy-cheapest,357.50,3,6315.73,36.195,32.102,1339,29,4
greedy-cheapest,358.00,3,6328.88,45.491,32.261,1341,29,4
greedy-cheapest,358.50,3,6348.84,33.323,31.720,1343,29,4
greedy-cheapest,359.00,3,6377.26,27.335,31.037,1345,29,4
greedy-cheapest,359.50,3,6378.51,29.894,30.358,1346,29,4
greedy-cheapest,360.00,3,6396.11,19.070,29.297,1347,29,4
greedy-cheapest,360.50,3,6394.81,16.511,29.118,1347,29,4
greedy-cheapest,361.00,3,6409.70,13.807,29.621,1348,29,4
greedy-cheapest,361.50,3,6410.96,16.365,30.231,1349,29,4
greedy-cheapest,362.00,3,6409.66,0.175,30.337,1349,29,4
greedy-cheapest,362.50,3,6408.36,-2.383,30.337,1349,29,4
greedy-cheapest,363.00,3,6410.93,1.489,30.499,1350,29,4
greedy-cheapest,363.50,3,6430.04,21.895,30.965,1353,29,4
greedy-cheapest,364.00,3,6459.73,49.016,31.711,1356,29,4
greedy-cheapest,364.50,3,6488.26,58.436,32.991,1358,29,4
greedy-cheapest,365.00,3,6514.08,54.563,33.507,1360,29,4
greedy-cheapest,365.50,3,6512.78,8.547,30.879,1360,29,4
greedy-cheapest,366.00,3,6532.38,18.516,29.808,1363,29,4
greedy-cheapest,366.50,3,6555.01,42.452,30.137,1366,29,4
greedy-cheapest,367.00,3,6573.97,25.625,28.903,1370,29,4
greedy-cheapest,367.50,3,6603.56,44.651,28.893,1373,29,4
greedy-cheapest,368.00,3,6616.46,42.706,28.774,1375,29,4
greedy-cheapest,368.50,3,6650.25,46.905,28.861,1377,29,4
greedy-cheapest,369.00,3,6648.95,16.511,27.796,1377,29,4
greedy-cheapest,369.50,3,6674.02,23.983,27.287,1381,29,4
greedy-cheapest,370.00,3,6677.87,23.172,26.357,1382,29,4
greedy-cheapest,370.50,3,6700.99,27.186,26.101,1385,29,4
greedy-cheapest,371.00,3,6722.31,44.657,26.823,1388,29,4
greedy-cheapest,371.50,3,6739.90,39.133,27.208,1389,29,4
greedy-cheapest,372.00,3,6742.72,20.627,27.273,1390,29,4
greedy-cheapest,372.50,3,6741.42,1.732,26.657,1390,29,4
greedy-cheapest,373.00,3,6740.12,-2.383,25.982,1390,29,4
greedy-cheapest,373.50,3,6738.82,-2.383,25.201,1390,29,4
greedy-cheapest,374.00,3,6740.08,0.175,25.201,1391,29,4
greedy-cheapest,374.50,3,6738.78,0.175,25.308,1391,29,4
greedy-cheapest,375.00,3,6737.48,-2.383,25.146,1391,29,4
greedy-cheapest,375.50,3,6736.18,-2.383,24.135,1391,29,4
greedy-cheapest,376.00,3,6734.88,-2.383,21.993,1391,29,4
greedy-cheapest,376.50,3,6776.88,40.921,21.263,1395,29,4
greedy-cheapest,377.00,3,6813.03,62.182,21.581,1398,29,4
greedy-cheapest,377.50,3,6822.55,45.891,23.137,1399,29,4
greedy-cheapest,378.00,3,6835.95,23.137,23.329,1401,29,4
greedy-cheapest,378.50,3,6864.37,42.032,23.312,1403,29,4
greedy-cheapest,379.00,3,6884.22,37.665,23.814,1405,29,4
greedy-cheapest,379.50,3,6892.76,28.604,23.145,1407,29,4
greedy-cheapest,380.00,3,6900.48,16.472,22.052,1409,29,4
greedy-cheapest,380.50,3,6914.66,22.119,21.019,1411,29,4
greedy-cheapest,381.00,3,6929.65,29.387,21.556,1413,29,4
greedy-cheapest,381.50,3,6950.92,20.188,21.397,1417,29,4
greedy-cheapest,382.00,3,6960.44,20.682,21.294,1418,29,4
greedy-cheapest,382.50,3,6993.89,43.190,21.961,1422,29,4
greedy-cheapest,383.00,3,7033.42,51.934,22.264,1426,29,4
greedy-cheapest,383.50,3,7036.24,42.561,22.407,1427,29,4
greedy-cheapest,384.00,3,7055.13,21.928,22.461,1430,29,4
greedy-cheapest,384.50,3,7072.73,36.707,23.918,1431,29,4
greedy-cheapest,385.00,3,7071.43,16.511,24.705,1431,29,4
greedy-cheapest,385.50,3,7074.24,1.732,24.877,1432,29,4
greedy-cheapest,386.00,3,7072.94,1.732,24.942,1432,29,4
greedy-cheapest,386.50,3,7071.64,-2.383,24.835,1432,29,4
greedy-cheapest,387.00,3,7070.34,-2.383,24.835,1432,29,4
greedy-cheapest,387.50,3,7092.36,20.932,25.807,1434,29,4
greedy-cheapest,388.00,3,7098.77,28.640,27.099,1436,29,4
greedy-cheapest,388.50,3,7123.99,31.845,26.721,1438,29,4
greedy-cheapest,389.00,3,7150.85,52.297,26.309,1441,29,4
greedy-cheapest,389.50,3,7179.68,55.912,26.727,1444,29,4
greedy-cheapest,390.00,3,7183.53,32.902,27.134,1445,29,4
greedy-cheapest,390.50,3,7199.60,20.128,26.221,1448,29,4
greedy-cheapest,391.00,3,7202.41,19.094,25.447,1449,29,4
greedy-cheapest,391.50,3,7227.59,24.094,25.259,1453,29,4
greedy-cheapest,392.00,3,7232.25,26.182,25.664,1454,29,4
greedy-cheapest,392.50,3,7249.01,15.681,25.396,1458,29,4
greedy-cheapest,393.00,3,7282.22,38.086,25.758,1462,29,4
greedy-cheapest,393.50,3,7291.85,43.056,26.711,1463,29,4
greedy-cheapest,394.00,3,7327.49,45.480,27.744,1467,29,4
greedy-cheapest,394.50,3,7342.27,21.405,26.836,1469,29,4
greedy-cheapest,395.00,3,7386.87,54.456,26.941,1472,29,4
greedy-cheapest,395.50,3,7430.99,78.117,28.423,1475,29,4
greedy-cheapest,396.00,3,7445.88,59.222,29.977,1476,29,4
greedy-cheapest,396.50,3,7460.77,13.807,29.023,1477,29,4
greedy-cheapest,397.00,3,7459.47,-2.383,28.235,1477,29,4
greedy-cheapest,397.50,3,7458.17,-2.383,28.064,1477,29,4
greedy-cheapest,398.00,3,7456.87,-2.383,27.893,1477,29,4
greedy-cheapest,398.50,3,7459.44,1.489,28.054,1478,29,4
greedy-cheapest,399.00,3,7458.14,1.489,28.215,1478,29,4
greedy-cheapest,399.50,3,7456.84,-2.383,27.244,1478,29,4
greedy-cheapest,400.00,3,7483.54,25.618,27.118,1482,29,4
greedy-cheapest,400.50,3,7501.09,44.467,27.644,1485,29,4
greedy-cheapest,401.00,3,7503.67,20.338,26.312,1486,29,4
greedy-cheapest,401.50,3,7518.01,17.133,24.696,1489,29,4
greedy-cheapest,402.00,3,7539.57,26.441,24.427,1492,29,4
greedy-cheapest,402.50,3,7565.97,45.614,25.489,1496,29,4
greedy-cheapest,403.00,3,7582.70,39.473,26.338,1499,29,4
greedy-cheapest,403.50,3,7597.59,31.845,26.661,1500,29,4
greedy-cheapest,404.00,3,7641.79,43.114,27.367,1504,29,4
greedy-cheapest,404.50,3,7656.72,56.783,29.079,1508,29,4
greedy-cheapest,405.00,3,7655.42,13.844,28.069,1508,29,4
greedy-cheapest,405.50,3,7672.65,16.147,26.948,1512,29,4
greedy-cheapest,406.00,3,7689.88,34.679,26.498,1515,29,4
greedy-cheapest,406.50,3,7711.59,34.009,27.023,1517,29,4
greedy-cheapest,407.00,3,7738.65,44.867,26.624,1521,29,4
greedy-cheapest,407.50,3,7757.54,39.043,24.995,1524,29,4
